0,0.00800
1,0.00800
2,0.00800
3,0.00800
4,0.00800
5,0.24800
6,0.29600
7,0.28000
8,0.28000
9,0.29600
10,0.31200
11,0.29600
12,0.29600
13,0.33600
14,0.28000
15,0.29600
