0 0
0.1 0.0032
0.2 0
0.3 0
0.4 0
0.5 1.24736
0.6 2.02752
0.7 1.98144
0.8 1.98144
0.9 2.02752
1 1.98144
1.1 2.02752
1.2 1.98144
1.3 1.98144
1.4 2.02752
1.5 1.98144
1.6 2.02752
1.7 1.98144
1.8 1.98144
1.9 2.02752
2 1.10592
2.1 0.73728
2.2 0.59904
2.3 0.32256
2.4 0.09216
2.5 0
2.6 0.04608
2.7 0.73728
2.8 0.73728
2.9 0.6912
3 0.64512
3.1 0.59904
3.2 0.2304
3.3 0.27648
3.4 0.41472
3.5 0.6912
3.6 0.59904
3.7 0.6912
3.8 0.59904
3.9 0.27648
4 0.50688
4.1 0.59904
4.2 0.59904
4.3 0.59904
4.4 0.27648
4.5 0.50688
4.6 0.4608
4.7 0.55296
4.8 0.6912
4.9 0.41472
5 0.18432
5.1 0.27648
5.2 0.55296
5.3 0.6912
5.4 0.6912
5.5 0.64512
5.6 0.50688
5.7 0.27648
5.8 0.59904
5.9 0.55296
5.99999999999999 1.19808
6.09999999999999 2.02752
6.19999999999999 1.98144
6.29999999999999 1.98144
6.39999999999999 2.02752
6.49999999999999 1.98144
6.59999999999999 2.02752
6.69999999999999 1.98144
6.79999999999999 1.98144
6.89999999999999 2.02752
6.99999999999999 1.98144
7.09999999999999 2.02752
7.19999999999999 1.98144
7.29999999999999 1.98144
7.39999999999999 2.02752
7.49999999999999 1.98144
7.59999999999999 2.02752
7.69999999999999 1.98144
7.79999999999999 1.98144
